2,61.31,1
3,54.13,1
4,54.13,1
5,54.13,1
6,54.13,1
7,54.6,1
8,54.13,1
9,54.13,1
10,54.13,1
11,54.6,1
12,54.6,1
13,53.65,1
14,53.65,1
15,54.6,1
16,54.6,1
17,54.6,1
18,55.08,1
19,55.08,1
20,55.08,1
21,55.08,1
22,56.04,1
23,55.56,1
24,56.04,1
25,56.52,1
26,57,1
27,57,1
28,56.52,1
29,57.96,1
30,57.48,1
31,58.44,1
32,57.96,1
33,58.91,1
34,58.44,1
35,58.91,1
36,59.87,1
37,59.87,1
38,60.83,1
39,60.83,1
40,61.31,1
41,62.27,1
42,61.79,1
43,62.75,1
44,63.7,1
45,63.7,1
46,64.18,1
47,64.66,1
48,64.66,1
49,64.66,1
50,65.14,1
51,65.14,1
52,66.58,1
53,66.58,1
54,66.58,1
55,67.54,1
56,67.54,1
57,68.02,1
58,68.97,1
59,68.97,1
60,69.45,1
61,70.41,1
62,70.41,1
63,70.41,1
64,71.85,1
65,72.33,1
66,72.33,1
67,72.81,1
68,72.81,1
69,73.76,1
70,73.76,1
71,74.24,1
72,74.72,1
73,75.68,1
74,76.64,1
75,76.16,1
76,77.12,1
77,77.12,1
78,77.6,1
79,78.07,1
80,78.55,1
81,79.51,1
82,79.99,1
83,79.99,1
84,80.95,1
85,80.95,1
86,81.91,1
87,81.91,1
88,82.86,1
89,82.86,1
90,83.34,1
91,83.34,1
92,84.3,1
93,84.3,1
94,85.26,1
95,85.26,1
96,86.7,1
97,87.17,1
98,87.17,1
99,87.65,1
100,87.65,1
101,88.13,1
102,89.09,1
103,89.57,1
104,89.57,1
105,90.53,1
106,91.01,1
107,91.01,1
108,91.01,1
109,91.96,1
110,91.96,1
111,93.4,1
112,93.4,1
113,93.88,1
114,93.88,1
115,94.84,1
116,95.32,1
117,95.8,1
118,95.8,1
119,96.75,1
120,97.23,1
121,97.23,1
122,98.19,1
123,98.67,1
124,98.67,1
125,99.15,1
126,100.11,1
127,99.63,1
128,105.86,0.99
129,106.81,0.99
130,107.77,0.94
131,108.25,0.89
132,108.73,0.8
133,108.73,0.75
134,108.25,0.7
135,109.21,0.65
136,109.69,0.7
137,110.65,0.65
138,111.12,0.46
139,111.6,0.41
140,111.6,0.41
141,111.12,0.37
142,112.08,0.37
143,113.52,0.41
144,114.48,0.22
145,114.48,0.17
146,114.48,0.13
147,114.48,0.13
148,114,0.13
149,114.48,0.13
150,115.91,0.03
151,116.39,0.03
152,117.35,0.03
153,116.87,0
154,117.35,0
155,116.87,0
156,115.91,0
157,117.83,0
158,118.31,0
159,118.31,0
160,118.79,0
161,118.31,0
162,119.27,0
163,118.79,0
164,118.31,0
165,119.27,0
166,119.75,0
167,120.22,0
168,120.7,0
169,119.75,0
170,119.27,0
171,118.31,0
172,119.75,0
173,120.22,0
174,120.22,0
175,120.22,0
176,120.22,0
177,120.7,0
178,120.22,0
179,119.27,0
180,121.18,0
181,120.7,0
182,121.18,0
183,120.7,0
184,121.18,0
185,121.18,0
186,121.18,0
187,119.27,0
188,120.22,0
189,120.7,0
190,121.18,0
191,121.66,0
192,120.7,0
193,121.18,0
194,120.7,0
195,119.27,0
196,120.22,0
197,120.7,0
198,121.18,0
199,120.7,0
200,121.18,0
201,121.18,0
202,120.7,0
203,119.75,0
204,119.27,0
205,120.7,0
206,121.18,0
207,121.18,0
208,120.7,0
209,120.7,0
210,120.7,0
211,120.22,0
212,119.27,0
213,119.27,0
214,120.7,0
